Date,Tweet Sentiment Score,news sentiment,Opening Price,Closing Price,avg_sentiment
2021-01-01,0.2293697986577181,-0.0636333333333333,133.52000427246094,129.41000366210938,0.2502565089983868
2021-01-02,0.2496269841269841,-0.0288916666666666,133.52000427246094,129.41000366210938,0.2502565089983868
2021-01-03,0.266743220338983,-0.0188149999999999,133.52000427246094,129.41000366210938,0.2502565089983868
2021-01-04,0.2016194444444444,0.0446972972972972,133.52000427246094,129.41000366210938,0.2502565089983868
2021-01-05,0.1622075949367088,0.0471359375,128.88999938964844,131.00999450683594,0.2502565089983868
2021-01-06,0.145206204379562,0.0729860465116279,127.72000122070312,126.5999984741211,0.2502565089983868
2021-01-07,0.2595740585774059,0.0696018518518518,128.36000061035156,130.9199981689453,0.2502565089983868
2021-01-08,0.1651973988439306,0.061190977443609,132.42999267578125,132.0500030517578,0.2502565089983868
2021-01-09,0.0277185526315789,0.0556605839416058,129.19000244140625,128.97999572753906,0.2502565089983868
2021-01-10,0.0573439698492462,0.0568943661971831,129.19000244140625,128.97999572753906,0.2502565089983868
2021-01-11,0.1617282178217821,0.0709855491329479,129.19000244140625,128.97999572753906,0.2502565089983868
2021-01-12,0.084983850931677,0.06875101010101,128.5,128.8000030517578,0.2502565089983868
2021-01-13,0.260548469387755,0.0603522727272727,128.75999450683594,130.88999938964844,0.2502565089983868
2021-01-14,0.2154224489795918,0.0658546558704453,130.8000030517578,128.91000366210938,0.2502565089983868
2021-01-15,0.2459443113772454,0.06326,128.77999877929688,127.13999938964844,0.2502565089983868
2021-01-16,0.167504,0.0607603571428571,127.77999877929688,127.83000183105469,0.2502565089983868
2021-01-17,0.1753692771084337,0.0576787456445993,127.77999877929688,127.83000183105469,0.2502565089983868
2021-01-18,0.1523658119658119,0.0547809210526315,127.77999877929688,127.83000183105469,0.2502565089983868
2021-01-19,0.1743572916666666,0.0513655384615384,127.77999877929688,127.83000183105469,0.2502565089983868
2021-01-20,0.1554766467065868,0.0531289940828402,128.66000366210938,132.02999877929688,0.2502565089983868
2021-01-21,0.158200460829493,0.0544118309859154,133.8000030517578,136.8699951171875,0.2502565089983868
2021-01-22,0.1783666666666666,0.0530659459459459,136.27999877929688,139.07000732421875,0.2502565089983868
2021-01-23,0.2028648648648648,0.0521640211640211,143.07000732421875,142.9199981689453,0.2502565089983868
2021-01-24,0.1546948148148148,0.0538828125,143.07000732421875,142.9199981689453,0.2502565089983868
2021-01-25,0.1680018461538461,0.0536174129353233,143.07000732421875,142.9199981689453,0.2502565089983868
2021-01-26,0.194944495412844,0.0535798122065727,143.60000610351562,143.16000366210938,0.2502565089983868
2021-01-27,0.3594782012195122,0.0557853333333333,143.42999267578125,142.05999755859375,0.2502565089983868
2021-01-28,0.201175744680851,0.0589915074309978,139.52000427246094,137.08999633789062,0.2502565089983868
2021-01-29,0.1141068148148148,0.0643730452674897,135.8300018310547,131.9600067138672,0.2502565089983868
2021-01-30,0.1529141414141414,0.0643640243902439,135.75999450683594,133.94000244140625,0.2502565089983868
2021-01-31,0.1690244755244755,0.0625654690618762,135.75999450683594,133.94000244140625,0.2502565089983868
2021-02-01,0.0731617424242424,0.0627583173996176,135.75999450683594,133.94000244140625,0.2502565089983868
2021-02-02,0.1523707112970711,0.0674976234003656,137.35000610351562,133.94000244140625,0.2502565089983868
2021-02-03,0.008318320610687,0.064137852112676,137.35000610351562,136.75999450683594,0.2502565089983868
2021-02-04,0.1357459915611814,0.0640885328836425,136.3000030517578,137.38999938964844,0.2502565089983868
2021-02-05,0.1888092307692307,0.0651919540229885,137.35000610351562,136.75999450683594,0.2502565089983868
2021-02-06,0.253428947368421,0.0634915447154471,136.02999877929688,136.91000366210938,0.2502565089983868
2021-02-07,0.1966155963302752,0.0612351046698872,136.02999877929688,136.91000366210938,0.2502565089983868
2021-02-08,0.2314523404255319,0.0609660406885759,136.02999877929688,136.91000366210938,0.2502565089983868
2021-02-09,0.2031835051546392,0.0579273001508295,136.6199951171875,136.00999450683594,0.2502565089983868
2021-02-10,0.1855625514403292,0.0530344023323615,136.47999572753906,135.38999938964844,0.2502565089983868
2021-02-11,0.208629081632653,0.0511503536067892,135.89999389648438,135.1300048828125,0.2502565089983868
2021-02-12,0.2430339869281046,0.0520082987551867,134.35000610351562,135.3699951171875,0.2502565089983868
2021-02-13,0.0610958333333333,0.0515581395348837,135.49000549316406,133.19000244140625,0.2502565089983868
2021-02-14,0.1171362244897959,0.0519687924016282,135.49000549316406,133.19000244140625,0.2502565089983868
2021-02-15,0.1338183333333333,0.0525523936170213,135.49000549316406,133.19000244140625,0.2502565089983868
2021-02-16,0.1898359550561798,0.0538613402061855,135.49000549316406,133.19000244140625,0.2502565089983868
2021-02-17,0.1831205714285714,0.0530558457711443,131.25,130.83999633789062,0.2502565089983868
2021-02-18,0.1495961956521739,0.0540952784503632,129.1999969482422,129.7100067138672,0.2502565089983868
2021-02-19,0.187076282051282,0.0566424028268551,130.24000549316406,129.8699951171875,0.2502565089983868
2021-02-20,0.2125373417721519,0.055745401629802,128.00999450683594,126.0,0.2502565089983868
2021-02-21,0.3397068965517242,0.0554009216589861,128.00999450683594,126.0,0.2502565089983868
2021-02-22,0.2884987654320988,0.055069921436588,128.00999450683594,126.0,0.2502565089983868
2021-02-23,0.2218128440366972,0.0554585792349726,123.76000213623047,125.86000061035156,0.2502565089983868
2021-02-24,0.195878698224852,0.0537457844183564,124.94000244140625,125.3499984741211,0.2502565089983868
2021-02-25,0.2145461187214611,0.0534179460580912,124.68000030517578,120.98999786376953,0.2502565089983868
2021-02-26,0.1137684931506849,0.0531394523326571,122.58999633789062,121.26000213623047,0.2502565089983868
2021-02-27,0.2783503703703704,0.0535343749999999,123.75,127.79000091552734,0.2502565089983868
2021-02-28,0.2075815602836879,0.0530341341341341,123.75,127.79000091552734,0.2502565089983868
2021-03-01,0.219318,0.0538373776908023,123.75,127.79000091552734,0.2502565089983868
2021-03-02,0.1734959276018099,0.0511896946564885,128.41000366210938,125.12000274658203,0.2502565089983868
2021-03-03,0.2009103896103896,0.0532499533146591,124.80999755859375,122.05999755859375,0.2502565089983868
2021-03-04,0.1640818181818181,0.0543542805100181,121.75,120.12999725341797,0.2502565089983868
2021-03-05,0.1731775510204081,0.0521664879356568,120.9800033569336,121.41999816894531,0.2502565089983868
2021-03-06,0.1697261194029851,0.0513940497335701,120.93000030517578,116.36000061035156,0.2502565089983868
2021-03-07,0.1668052631578947,0.051746167400881,120.93000030517578,116.36000061035156,0.2502565089983868
2021-03-08,0.0899379310344827,0.0519100519930675,120.93000030517578,116.36000061035156,0.2502565089983868
2021-03-09,0.1937135678391959,0.0520759932375316,119.02999877929688,121.08999633789062,0.2502565089983868
2021-03-10,0.2476751111111111,0.054076119402985,121.69000244140625,119.9800033569336,0.2502565089983868
2021-03-11,0.1653573033707865,0.0537106035889069,122.54000091552734,121.95999908447266,0.2502565089983868
2021-03-12,0.2072747058823529,0.0531796311146751,120.4000015258789,121.02999877929688,0.2502565089983868
2021-03-13,0.1519685483870967,0.0517657370517927,121.41000366210938,123.98999786376953,0.2502565089983868
2021-03-14,0.1646296610169491,0.0507879556259904,121.41000366210938,123.98999786376953,0.2502565089983868
2021-03-15,0.2576576,0.0496897035881434,121.41000366210938,123.98999786376953,0.2502565089983868
2021-03-16,0.223118064516129,0.0495173547400611,125.69999694824219,125.56999969482422,0.2502565089983868
2021-03-17,0.2109255474452554,0.0494924755455229,124.05000305175781,124.76000213623047,0.2502565089983868
2021-03-18,0.2087668604651162,0.0495159527326439,122.87999725341797,120.52999877929688,0.2502565089983868
2021-03-19,0.1380595588235294,0.0487405701754385,119.9000015258789,119.98999786376953,0.2502565089983868
