Date,Day Mean Sentiment
2022-7-19,0.07203834130781506
2022-7-20,0.07184173527549087
2022-7-21,0.0711503778337532
2022-7-22,0.07156293508936976
2022-7-23,0.07131815904821545
2022-7-24,0.07145326664582688
2022-7-25,0.07170712064676624
2022-7-26,0.07137922720247303
2022-7-27,0.07081158930218265
2022-7-28,0.07072497707123208
2022-7-29,0.07078914233576647
2022-7-30,0.0709354476479515
2022-7-31,0.07074254996971538
2022-8-1,0.07107428485395972
2022-8-2,0.07168351318944852
2022-8-3,0.07164100805249038
2022-8-4,0.07127250593824234
2022-8-5,0.0711789535914869
2022-8-6,0.07145208025966368
2022-8-7,0.07158960847806894
2022-8-8,0.07165514319111638
2022-8-9,0.07091313805104416
2022-8-10,0.07109609939323902
2022-8-11,0.07058581294964036
2022-8-12,0.07047541547277945
2022-8-13,0.07088258009153327
2022-8-14,0.07019198059360739
2022-8-15,0.07015104875283457
2022-8-16,0.07074968961625291
2022-8-17,0.07043757371524863
2022-8-18,0.07086694630872493
2022-8-19,0.07099039264828748
2022-8-20,0.07131531406336863
2022-8-21,0.07142867055231761
2022-8-22,0.07211690607734816
2022-8-23,0.07222324368825475
2022-8-24,0.07199754299754309
2022-8-25,0.07264330708661426
2022-8-26,0.07251517036235812
2022-8-27,0.07265565147019162
2022-8-28,0.07212730945327239
2022-8-29,0.07251739828693803
2022-8-30,0.07239906766116155
2022-8-31,0.07285553495762725
2022-9-1,0.07271343519494221
2022-9-2,0.07291222455404002
2022-9-3,0.07262677495415261
2022-9-4,0.07251279100183117
2022-9-5,0.07265340109460529
2022-9-6,0.07232406015037608
2022-9-7,0.07230354938271616
2022-9-8,0.07211383631713567
2022-9-9,0.07175517416730243
2022-9-10,0.07168227076454164
2022-9-11,0.07159134956874694
2022-9-12,0.07213711834468849
2022-9-13,0.07263088309081801
2022-9-14,0.07230599700149941
2022-9-15,0.07232315160567604
2022-9-16,0.07217799256505593
2022-9-17,0.07239536899455194
2022-9-18,0.07206819980217626
2022-9-19,0.07184150246305437
2022-9-20,0.07199505023278628
2022-9-21,0.0722761474609377
2022-9-22,0.07206287381473397
2022-9-23,0.07228073194377141
2022-9-24,0.07213368038740942
2022-9-25,0.07211048309178766
2022-9-26,0.07184326275264698
2022-9-27,0.07188172017249661
2022-9-28,0.07123365109628237
2022-9-29,0.07143338078291835
2022-9-30,0.07140682730923713
2022-10-1,0.07130714622641528
2022-10-2,0.07114173135732788
2022-10-3,0.07159808052434478
2022-10-4,0.07165704307334132
2022-10-5,0.07113211136890975
2022-10-6,0.07072825433526034
2022-10-7,0.0702126211352102
2022-10-8,0.07036101382488504
2022-10-9,0.07033606067570697
2022-10-10,0.0703484092469675
2022-10-11,0.07038369020501162
2022-10-12,0.07039081215970985
2022-10-13,0.070551255372088
2022-10-14,0.07075049594229059
2022-10-15,0.07069766029246369
2022-10-16,0.0706362289562292
2022-10-17,0.07066547406082316
2022-10-18,0.06993293359982261
2022-10-19,0.06953388630833914
2022-10-20,0.06933797356828221
2022-10-21,0.06906411325724347
2022-10-22,0.06884255039439115
2022-10-23,0.06897355064537326
2022-10-24,0.0692003476749242
2022-10-25,0.06937724227361168
2022-10-26,0.06952707751771553
2022-10-27,0.06964744603547793
2022-10-28,0.06945207667731655
2022-10-29,0.06955139272804618
2022-10-30,0.0695522071307303
2022-10-31,0.06869535080304338
2022-11-1,0.06846601389766294
2022-11-2,0.06878736908253065
2022-11-3,0.06834156412930163
2022-11-4,0.0673202282157679
2022-11-5,0.0675925005179203
2022-11-6,0.06744734119594482
2022-11-7,0.06751022469593926
2022-11-8,0.0675294769230772
2022-11-9,0.06721546791990221
2022-11-10,0.06660217612365292
2022-11-11,0.0663115415821504
2022-11-12,0.0662434474377155
2022-11-13,0.06630503742666426
2022-11-14,0.06670632554391649
2022-11-15,0.0663922660789424
2022-11-16,0.06666173184357573
2022-11-17,0.06628302186878758
2022-11-18,0.06611516173844048
2022-11-19,0.06604263074484977
2022-11-20,0.06627300771208258
2022-11-21,0.06620392195506536
2022-11-22,0.06619262021589827
2022-11-23,0.06602459882583202
2022-11-24,0.06700575048732975
2022-11-25,0.0676580764010087
2022-11-26,0.0678879256965948
2022-11-27,0.06838001930501969
2022-11-28,0.06830299366724277
2022-11-29,0.0687790759832001
2022-11-30,0.06804727445394154
2022-12-1,0.0679906910876137
2022-12-2,0.06806064370412239
2022-12-3,0.06813334586466208
2022-12-4,0.06817733583489723
2022-12-5,0.06830127079050687
2022-12-6,0.06838438371444551
2022-12-7,0.06843234695764792
2022-12-8,0.06880774466519543
2022-12-9,0.06899800183318101
2022-12-10,0.06919279707495474
2022-12-11,0.06912197481292251
2022-12-12,0.06939237766054256
2022-12-13,0.06962780893794146
2022-12-14,0.07000156587473048
2022-12-15,0.07045021513087174
2022-12-16,0.07041679785330995
2022-12-17,0.07037498659996473
2022-12-18,0.07038994293865952
2022-12-19,0.07063592250266665
2022-12-20,0.07058746014877836
2022-12-21,0.07074824298075272
2022-12-22,0.07081550783312844
2022-12-23,0.07061911945272809
2022-12-24,0.07093352023830435
2022-12-25,0.07089625218914238
2022-12-26,0.07105786163522064
2022-12-27,0.07109219512195172
2022-12-28,0.07122520862308813
2022-12-29,0.0714024466423743
2022-12-30,0.07136506232687034
2022-12-31,0.07144166378415827
2023-1-1,0.07143785183906116
2023-1-2,0.07134115112872708
